Income,Customer_ID,Kids_Home,Teen_Home,Recency,Amount_Spent_Wines,Amount_Spent_Fruits,Amount_Spent_Meat,Amount_Spent_Fish,Amount_Spent_Sweet,Amount_Spent_Gold,Amount_Spent_RegularProducts,Total Amount Spent,Num_Purchases_Discount,Num_Purchases_Web,Num_Purchases_Catalog,Num_Purchases_Store,Num_WebSite_per_month,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complaint,Response_to_Campaign,Age,Customer_Days,Relationship,Education,MntTotal,AcceptedCmpOverall,Total Accepted,Income (bins),Recency (bins),Frequency,RecencyScore,FrequencyScore,MonetaryScore,RFMScore,CustomerSegment
30899,C242,1,0,35,24,0,8,0,0,1,31,64,2,1,0,3,6,0,0,0,0,0,0,0,46,2783,Single,Doctorate,32,0,0,30000,35,6,4,3,1,431,Potential Loyalists
40737,C246,2,1,24,11,0,4,0,0,2,13,30,1,1,0,2,8,0,0,0,0,0,0,0,63,2362,Single,Doctorate,15,0,0,40000,21,4,5,3,1,531,Loyal Customers
44319,C271,1,1,18,26,0,8,0,0,3,31,68,2,2,0,3,5,0,0,0,0,0,0,0,45,2232,Married,Master,34,0,0,40000,14,7,5,4,1,541,Loyal Customers
28839,C301,1,1,86,24,0,7,0,0,1,30,62,2,2,0,3,5,0,0,0,0,0,0,0,64,2269,Together,Master,31,0,0,25000,84,7,3,4,1,341,Potential Loyalists
47025,C307,1,1,6,16,0,3,0,0,1,18,38,1,1,0,2,7,0,0,0,0,0,0,0,55,2299,Divorced,Doctorate,19,0,0,45000,0,4,5,3,1,531,Loyal Customers
54432,C313,2,1,37,33,0,5,0,0,0,38,76,1,1,0,3,4,0,0,0,0,0,0,0,70,2575,Married,Doctorate,38,0,0,50000,35,5,4,3,1,431,Potential Loyalists
44300,C330,1,1,65,30,0,9,0,0,3,36,78,2,1,0,3,6,0,0,0,0,0,0,0,55,2530,Married,Graduation,39,0,0,40000,63,6,3,3,1,331,At Risk
33581,C364,2,0,38,11,0,5,0,0,1,15,32,1,1,0,2,8,0,0,0,0,0,0,0,51,2696,Married,Doctorate,16,0,0,30000,35,4,4,3,1,431,Potential Loyalists
48330,C485,0,1,2,28,0,4,0,0,0,32,64,1,1,0,3,5,0,0,0,0,0,0,0,59,2385,Together,Master,32,0,0,45000,0,5,5,3,1,531,Loyal Customers
27159,C533,1,1,33,17,0,3,0,0,1,19,40,2,1,0,3,6,0,0,0,0,0,0,0,47,2251,Married,Master,20,0,0,25000,28,6,4,3,1,431,Potential Loyalists
47691,C552,0,1,43,14,0,3,0,0,4,13,34,1,1,0,2,6,0,0,0,0,0,0,0,41,2518,Single,Graduation,17,0,0,45000,42,4,4,3,1,431,Potential Loyalists
38200,C553,1,1,19,12,0,4,0,0,1,15,32,1,1,0,2,7,0,0,0,0,0,0,0,50,2728,Together,Graduation,16,0,0,35000,14,4,5,3,1,531,Loyal Customers
38443,C555,1,1,58,32,0,5,0,0,1,36,74,2,1,0,3,7,0,0,0,0,0,0,0,52,2312,Married,Doctorate,37,0,0,35000,56,6,4,3,1,431,Potential Loyalists
47472,C562,1,1,39,56,0,11,0,0,8,59,134,2,2,0,4,5,0,0,0,0,0,0,0,54,2445,Together,Doctorate,67,0,0,45000,35,8,4,4,2,442,Potential Loyalists
39453,C568,1,0,64,46,0,7,0,0,2,51,106,2,2,0,3,6,0,0,0,0,0,0,0,37,2246,Together,Graduation,53,0,0,35000,63,7,3,4,2,342,Potential Loyalists
42169,C581,1,1,20,19,0,9,0,0,2,26,56,2,1,0,3,8,0,0,0,0,0,0,0,51,2412,Married,Master,28,0,0,40000,14,6,5,3,1,531,Loyal Customers
30081,C584,0,1,27,36,0,2,0,0,4,34,76,1,1,0,3,7,0,0,0,0,0,0,0,59,2652,Single,Graduation,38,0,0,30000,21,5,5,3,1,531,Loyal Customers
35791,C600,2,1,94,27,0,5,0,0,3,29,64,2,1,0,3,8,0,0,0,0,0,0,0,55,2578,Single,Master,32,0,0,35000,91,6,2,3,1,231,At Risk
46102,C618,2,1,3,14,0,1,0,0,1,14,30,1,1,0,2,7,0,0,0,0,0,0,0,58,2270,Divorced,Graduation,15,0,0,45000,0,4,5,3,1,531,Loyal Customers
45068,C648,0,1,25,14,0,3,0,0,3,14,34,1,1,0,2,7,0,0,0,0,0,0,0,46,2568,Together,Doctorate,17,0,0,45000,21,4,5,3,1,531,Loyal Customers
29187,C650,1,0,43,26,0,6,0,0,2,30,64,1,1,0,3,8,0,0,0,0,0,0,0,52,2575,Married,Doctorate,32,0,0,25000,42,5,4,3,1,431,Potential Loyalists
44794,C706,0,1,99,54,0,7,0,0,4,57,122,1,2,0,3,6,0,0,0,0,0,0,0,54,2180,Married,Graduation,61,0,0,40000,98,6,2,3,2,232,At Risk
35946,C711,1,1,24,8,0,3,0,0,0,11,22,1,0,0,3,5,0,0,0,0,0,0,0,71,2434,Divorced,Doctorate,11,0,0,35000,21,4,5,3,1,531,Loyal Customers
41452,C756,1,1,86,13,0,3,0,0,0,16,32,1,1,0,2,7,0,0,0,0,0,0,0,67,2639,Together,Graduation,16,0,0,40000,84,4,3,3,1,331,At Risk
38576,C837,0,1,2,34,0,7,0,0,0,41,82,1,1,0,3,7,0,0,0,0,0,0,0,47,2276,Married,Master,41,0,0,35000,0,5,5,3,1,531,Loyal Customers
19485,C848,2,0,80,6,0,4,0,0,0,10,20,1,1,0,2,7,0,0,0,0,0,0,0,34,2437,Single,Master,10,0,0,15000,77,4,3,3,1,331,At Risk
42243,C868,1,1,34,48,0,2,0,0,5,45,100,2,2,0,3,7,0,0,0,0,0,0,0,61,2359,Married,Graduation,50,0,0,40000,28,7,4,4,2,442,Potential Loyalists
34596,C949,1,0,48,14,0,2,0,0,7,9,32,1,1,0,2,8,0,0,0,0,0,0,1,46,2601,Married,Doctorate,16,0,0,30000,42,4,4,3,1,431,Potential Loyalists
36736,C990,1,1,52,10,0,3,0,0,4,9,26,1,1,0,2,6,0,0,0,0,0,0,0,57,2574,Single,Doctorate,13,0,0,35000,49,4,4,3,1,431,Potential Loyalists
38196,C995,1,1,20,30,0,11,0,0,3,38,82,3,2,0,4,5,0,0,0,0,0,0,0,49,2231,Married,Master,41,0,0,35000,14,9,5,4,1,541,Loyal Customers
32173,C1009,0,1,0,18,0,2,0,0,2,18,40,1,1,0,3,4,0,0,0,0,0,0,0,62,2491,Divorced,Doctorate,20,0,0,30000,0,5,5,3,1,531,Loyal Customers
46423,C1018,1,1,6,68,0,16,0,0,8,76,168,3,2,0,4,7,0,0,0,0,0,0,0,48,2443,Single,Master,84,0,0,45000,0,9,5,4,2,542,Loyal Customers
27590,C1079,1,0,38,6,0,5,0,0,1,10,22,1,1,0,2,7,0,0,0,0,0,0,0,38,2591,Together,Master,11,0,0,25000,35,4,4,3,1,431,Potential Loyalists
50870,C1087,0,1,13,53,0,8,0,0,2,59,122,1,2,0,3,5,0,0,0,0,0,0,0,68,2169,Married,Doctorate,61,0,0,50000,7,6,5,3,2,532,Loyal Customers
54466,C1093,1,1,78,12,0,4,0,0,0,16,32,1,1,0,2,5,0,0,0,0,0,0,0,47,2299,Single,Doctorate,16,0,0,50000,77,4,3,3,1,331,At Risk
33419,C1124,0,1,76,56,0,12,0,0,18,50,136,2,2,0,4,7,0,0,0,0,0,0,0,58,2475,Single,Doctorate,68,0,0,30000,70,8,3,4,2,342,Potential Loyalists
33444,C1157,1,1,24,8,0,8,0,0,2,14,32,1,1,0,2,8,0,0,0,0,0,0,0,68,2762,Married,Master,16,0,0,30000,21,4,5,3,1,531,Loyal Customers
38452,C1210,1,1,62,56,0,14,0,0,2,68,140,3,3,0,3,7,0,0,0,0,0,0,0,65,2250,Married,Master,70,0,0,35000,56,9,3,4,2,342,Potential Loyalists
20427,C1229,1,0,63,5,0,4,0,0,1,8,18,1,1,0,2,8,0,0,0,0,0,0,0,47,2256,Together,Doctorate,9,0,0,20000,63,4,3,3,1,331,At Risk
31454,C1244,1,1,40,28,0,11,0,0,9,30,78,3,2,0,3,8,0,0,0,0,0,0,0,60,2517,Married,Graduation,39,0,0,30000,35,8,4,4,1,441,Potential Loyalists
48918,C1275,1,1,21,52,0,9,0,0,1,60,122,2,1,0,4,4,0,0,0,0,0,0,0,57,2237,Single,Doctorate,61,0,0,45000,21,7,5,4,2,542,Loyal Customers
27238,C1295,1,1,39,37,0,17,0,0,3,51,108,3,3,0,3,9,0,0,0,0,0,0,0,58,2594,Single,Doctorate,54,0,0,25000,35,9,4,4,2,442,Potential Loyalists
35791,C1352,2,1,94,27,0,5,0,0,3,29,64,2,1,0,3,8,0,0,0,0,0,0,0,55,2578,Single,Master,32,0,0,35000,91,6,2,3,1,231,At Risk
29791,C1370,1,0,21,14,0,6,0,0,0,20,40,2,2,0,3,5,0,0,0,0,0,0,0,48,2204,Married,Doctorate,20,0,0,25000,21,7,5,4,1,541,Loyal Customers
39996,C1372,1,1,85,11,0,3,0,0,1,13,28,1,1,0,2,6,0,0,0,0,0,0,0,46,2197,Divorced,Graduation,14,0,0,35000,84,4,3,3,1,331,At Risk
34578,C1396,2,1,1,7,0,1,0,0,0,8,16,1,1,0,2,6,0,0,0,0,0,0,0,48,2238,Together,Doctorate,8,0,0,30000,0,4,5,3,1,531,Loyal Customers
34596,C1402,1,0,48,14,0,2,0,0,7,9,32,1,1,0,2,8,0,0,0,0,0,0,0,46,2601,Married,Doctorate,16,0,0,30000,42,4,4,3,1,431,Potential Loyalists
40304,C1429,1,0,82,37,0,17,0,0,3,51,108,1,2,0,3,7,0,0,0,0,0,0,0,53,2431,Single,Doctorate,54,0,0,40000,77,6,3,3,2,332,At Risk
41145,C1444,1,1,20,9,0,3,0,0,1,11,24,1,0,0,3,3,0,0,0,0,0,0,0,70,2300,Married,Doctorate,12,0,0,40000,14,4,5,3,1,531,Loyal Customers
51411,C1519,1,2,81,14,0,3,0,0,1,16,34,1,0,0,3,5,0,0,0,0,0,0,0,67,2558,Single,Doctorate,17,0,0,50000,77,4,3,3,1,331,At Risk
52569,C1570,0,1,54,85,0,3,0,0,7,81,176,1,2,0,4,3,0,0,0,0,0,0,0,53,2244,Single,Doctorate,88,0,0,50000,49,7,4,4,2,442,Potential Loyalists
54072,C1581,1,1,71,35,0,4,0,0,0,39,78,1,2,0,2,8,0,0,0,0,0,0,0,57,2496,Married,Doctorate,39,0,0,50000,70,5,3,3,1,331,At Risk
25358,C1629,0,1,57,19,0,5,0,0,8,16,48,2,1,0,3,6,0,0,0,0,0,0,0,73,2501,Widow,Doctorate,24,0,0,25000,56,6,4,3,1,431,Potential Loyalists
22554,C1657,1,1,38,27,0,10,0,0,4,33,74,4,2,0,4,5,0,0,0,0,0,0,0,65,2762,Married,Doctorate,37,0,0,20000,35,10,4,5,1,451,Loyal Customers
23536,C1658,1,0,53,6,0,3,0,0,1,8,18,1,0,0,3,3,0,0,0,0,0,0,0,37,2184,Married,Doctorate,9,0,0,20000,49,4,4,3,1,431,Potential Loyalists
18169,C1667,1,0,40,9,0,5,0,0,7,7,28,1,1,0,2,8,0,0,0,0,0,0,0,35,2654,Married,Doctorate,14,0,0,15000,35,4,4,3,1,431,Potential Loyalists
41437,C1673,1,1,5,29,0,2,0,0,1,30,62,1,1,0,3,7,0,0,0,0,0,0,0,63,2804,Divorced,Doctorate,31,0,0,40000,0,5,5,3,1,531,Loyal Customers
38452,C1676,1,1,62,56,0,14,0,0,2,68,140,3,3,0,3,7,0,0,0,0,0,0,0,65,2250,Married,Master,70,0,0,35000,56,9,3,4,2,342,Potential Loyalists
46910,C1705,1,1,36,48,0,14,0,0,6,56,124,2,2,0,3,6,0,0,0,0,0,0,0,56,2257,Together,Doctorate,62,0,0,45000,35,7,4,4,2,442,Potential Loyalists
42664,C1749,0,1,44,21,0,3,0,0,0,24,48,1,1,0,3,6,0,0,0,0,0,0,0,53,2262,Married,Graduation,24,0,0,40000,42,5,4,3,1,431,Potential Loyalists
48918,C1766,1,1,21,52,0,9,0,0,1,60,122,2,1,0,4,4,0,0,0,0,0,0,0,57,2237,Single,Doctorate,61,0,0,45000,21,7,5,4,2,542,Loyal Customers
21840,C1790,1,0,80,17,0,9,0,0,1,25,52,1,1,0,3,9,0,0,0,0,0,0,0,37,2502,Together,Doctorate,26,0,0,20000,77,5,3,3,1,331,At Risk
32583,C1794,1,1,10,5,0,3,0,0,1,7,16,1,1,0,2,7,0,0,0,0,0,0,0,59,2173,Together,Doctorate,8,0,0,30000,7,4,5,3,1,531,Loyal Customers
44635,C1796,1,1,25,56,0,9,0,0,3,62,130,2,2,0,3,7,0,0,0,0,0,0,0,49,2420,Divorced,Master,65,0,0,40000,21,7,5,4,2,542,Loyal Customers
34230,C1894,1,1,72,15,0,4,0,0,2,17,38,1,1,0,2,7,0,0,0,0,0,0,0,55,2709,Together,Doctorate,19,0,0,30000,70,4,3,3,1,331,At Risk
46423,C1979,1,1,6,68,0,16,0,0,8,76,168,3,2,0,4,7,0,0,0,0,0,0,0,48,2443,Single,Master,84,0,0,45000,0,9,5,4,2,542,Loyal Customers
22263,C1993,1,1,31,17,0,2,0,0,2,17,38,2,1,0,3,6,0,0,0,0,0,1,0,69,2250,Divorced,Graduation,19,0,0,20000,28,6,4,3,1,431,Potential Loyalists
36927,C2028,1,1,46,51,0,16,0,0,4,63,134,2,3,0,3,8,0,0,0,0,0,0,0,65,2186,Single,Master,67,0,0,35000,42,8,4,4,2,442,Potential Loyalists
25176,C2090,1,1,79,4,0,4,0,0,5,3,16,1,1,0,2,7,0,0,0,0,0,0,0,44,2482,Together,Primary,8,0,0,25000,77,4,3,3,1,331,At Risk
33590,C2098,2,1,65,4,0,2,0,0,2,4,12,1,1,0,2,7,0,0,0,0,0,0,0,46,2397,Together,Graduation,6,0,0,30000,63,4,3,3,1,331,At Risk
55954,C055,0,1,63,447,0,28,0,0,43,432,950,3,8,2,6,7,0,0,0,0,0,0,0,52,2277,Married,Doctorate,475,0,0,55000,63,19,3,5,4,354,Potential Loyalists
43974,C106,1,0,19,378,0,101,0,0,72,407,958,5,6,4,6,7,0,0,0,0,0,0,0,40,2723,Married,Doctorate,479,0,0,40000,14,21,5,5,4,554,Loyal Customers
61010,C144,0,1,57,888,0,57,0,0,76,869,1890,2,8,5,11,5,0,0,0,0,0,0,0,68,2787,Together,Doctorate,945,0,0,60000,56,26,4,5,5,455,Loyal Customers
53537,C162,1,1,17,81,0,6,0,0,6,81,174,2,2,1,3,5,0,0,0,0,0,0,0,61,2309,Together,Doctorate,87,0,0,50000,14,8,5,4,2,542,Loyal Customers
44377,C200,1,1,70,224,0,30,0,0,10,244,508,8,5,1,5,8,0,0,0,0,0,0,0,52,2791,Married,Doctorate,254,0,0,40000,70,19,3,5,4,354,Potential Loyalists
60000,C338,0,1,57,1048,0,217,0,0,12,1253,2530,5,11,3,5,6,0,0,0,0,0,0,0,44,2713,Single,Doctorate,1265,0,0,60000,56,24,4,5,5,455,Loyal Customers
62187,C345,0,1,38,512,0,83,0,0,41,554,1190,3,6,2,10,4,0,0,0,0,0,0,0,51,2258,Widow,Doctorate,595,0,0,60000,35,21,4,5,5,455,Loyal Customers
46098,C359,1,1,86,57,0,27,0,0,36,48,168,4,3,2,2,8,0,0,0,0,0,0,0,45,2839,Single,Master,84,0,0,45000,84,11,3,5,2,352,Potential Loyalists
36143,C368,1,0,33,12,0,1,0,0,6,7,26,1,0,1,2,3,0,0,0,0,0,0,0,39,2250,Single,Master,13,0,0,35000,28,4,4,3,1,431,Potential Loyalists
44931,C520,0,1,0,78,0,11,0,0,7,82,178,1,2,1,3,5,0,0,0,0,0,0,0,53,2321,Together,Graduation,89,0,0,40000,0,7,5,4,2,542,Loyal Customers
38829,C740,0,1,86,76,0,7,0,0,16,67,166,1,3,2,2,5,0,0,0,0,0,0,0,61,2243,Married,Doctorate,83,0,0,35000,84,8,3,4,2,342,Potential Loyalists
40760,C757,0,1,64,70,0,17,0,0,6,81,174,2,2,1,3,6,0,0,0,0,0,0,0,55,2462,Single,Doctorate,87,0,0,40000,63,8,3,4,2,342,Potential Loyalists
49681,C786,0,2,66,411,0,26,0,0,21,416,874,6,7,1,7,7,0,0,0,0,0,0,0,44,2396,Married,Master,437,0,0,45000,63,21,3,5,4,354,Potential Loyalists
52278,C893,0,1,24,953,0,71,0,0,174,850,2048,6,10,5,10,8,0,0,0,0,0,0,1,57,2679,Widow,Doctorate,1024,0,0,50000,21,31,5,5,5,555,Champions
33564,C1004,0,1,51,61,0,3,0,0,7,57,128,1,1,1,3,5,0,0,0,0,0,0,0,54,2164,Together,Master,64,0,0,30000,49,6,4,3,2,432,Potential Loyalists
34728,C1025,1,0,2,14,0,16,0,0,6,24,60,1,1,1,2,6,0,0,0,0,0,0,1,34,2493,Together,Graduation,30,0,0,30000,0,5,5,3,1,531,Loyal Customers
53312,C1038,0,0,32,241,0,12,0,0,25,228,506,1,5,1,5,7,0,0,0,0,0,0,0,69,2483,Married,Doctorate,253,0,0,50000,28,12,4,5,4,454,Loyal Customers
23091,C1136,1,1,98,35,0,11,0,0,2,44,92,4,2,1,3,7,0,0,0,0,0,0,0,57,2191,Single,Doctorate,46,0,0,20000,98,10,2,5,1,251,At Risk
40344,C1145,0,1,48,210,0,6,0,0,2,214,432,2,4,1,5,7,0,0,0,0,0,0,0,46,2418,Married,Doctorate,216,0,0,40000,42,12,4,5,3,453,Loyal Customers
33629,C1198,1,1,49,132,0,16,0,0,4,144,296,5,3,1,4,9,0,0,0,0,0,0,0,57,2849,Together,Doctorate,148,0,0,30000,49,13,4,5,3,453,Loyal Customers
40521,C1228,1,1,82,12,0,5,0,0,4,13,34,1,0,1,2,5,0,0,0,0,0,0,0,52,2609,Together,Graduation,17,0,0,40000,77,4,3,3,1,331,At Risk
46098,C1487,1,1,86,57,0,27,0,0,36,48,168,4,3,2,2,8,0,0,0,0,0,0,0,45,2839,Single,Master,84,0,0,45000,84,11,3,5,2,352,Potential Loyalists
46098,C1509,1,1,86,57,0,27,0,0,36,48,168,4,3,2,2,8,0,0,0,0,0,0,1,45,2839,Single,Master,84,0,0,45000,84,11,3,5,2,352,Potential Loyalists
49681,C1537,0,2,66,411,0,26,0,0,21,416,874,6,7,1,7,7,0,0,0,0,0,0,0,44,2396,Married,Master,437,0,0,45000,63,21,3,5,4,354,Potential Loyalists
38201,C1551,0,1,19,233,0,23,0,0,12,244,512,4,5,1,5,8,0,0,0,0,0,0,0,60,2616,Together,Doctorate,256,0,0,35000,14,15,5,5,4,554,Loyal Customers
59821,C1611,0,1,11,629,0,70,0,0,35,664,1398,6,11,2,7,8,0,0,0,0,0,0,0,65,2602,Married,Doctorate,699,0,0,55000,7,26,5,5,5,555,Champions
49544,C1653,1,0,0,308,0,73,0,0,23,358,762,2,5,1,8,7,0,0,0,0,0,0,0,44,2661,Married,Doctorate,381,0,0,45000,0,16,5,5,4,554,Loyal Customers
55012,C1678,0,1,85,582,0,65,0,0,13,634,1294,6,8,2,9,5,0,0,0,0,0,0,0,47,2259,Together,Doctorate,647,0,0,55000,84,25,3,5,5,355,Potential Loyalists
39435,C1753,1,0,16,71,0,18,0,0,13,76,178,1,3,1,2,7,0,0,0,0,0,0,0,47,2486,Together,Doctorate,89,0,0,35000,14,7,5,4,2,542,Loyal Customers
52278,C1889,0,1,24,953,0,71,0,0,174,850,2048,6,10,5,10,8,0,0,0,0,0,0,0,57,2679,Widow,Doctorate,1024,0,0,50000,21,31,5,5,5,555,Champions
51141,C1925,0,0,96,144,0,7,0,0,6,145,302,1,3,1,4,5,0,0,0,0,0,0,0,80,2515,Single,Doctorate,151,0,0,50000,91,9,2,4,3,243,At Risk
27889,C2049,1,0,42,14,0,4,0,0,8,10,36,1,1,1,2,6,0,0,0,0,0,0,0,43,2518,Married,Master,18,0,0,25000,42,5,4,3,1,431,Potential Loyalists
35893,C2173,1,1,80,158,0,23,0,0,18,163,362,6,3,1,5,8,0,0,0,0,0,0,0,52,2781,Single,Graduation,181,0,0,35000,77,15,3,5,3,353,Potential Loyalists
45146,C2177,1,1,28,33,0,5,0,0,15,23,76,2,1,1,2,4,0,0,0,0,0,0,0,57,2508,Divorced,Graduation,38,0,0,45000,28,6,5,3,1,531,Loyal Customers
23626,C086,1,0,84,27,2,14,0,0,0,43,86,3,3,1,3,5,0,0,0,0,0,0,0,50,2195,Married,Doctorate,43,0,0,20000,84,10,3,5,1,351,Potential Loyalists
30477,C172,1,0,16,47,1,6,0,0,12,42,108,1,1,1,3,6,0,0,0,0,0,0,0,36,2317,Married,Master,54,0,0,30000,14,6,5,3,2,532,Loyal Customers
44551,C206,0,1,24,182,4,33,0,0,66,153,438,2,4,1,5,7,0,0,0,0,0,0,0,66,2461,Widow,Master,219,0,0,40000,21,12,5,5,3,553,Loyal Customers
51537,C215,0,1,27,787,20,204,0,0,92,919,2022,3,2,2,11,8,0,0,0,0,0,0,0,68,2726,Divorced,Graduation,1011,0,0,50000,21,18,5,5,5,555,Champions
66334,C317,0,1,82,909,11,218,0,0,23,1115,2276,2,9,3,5,5,0,0,0,0,0,0,1,64,2611,Married,Doctorate,1138,0,0,65000,77,19,3,5,5,355,Potential Loyalists
37758,C839,1,1,49,27,2,10,0,0,1,38,78,2,1,0,3,8,0,0,0,0,0,0,0,54,2792,Together,Graduation,39,0,0,35000,49,6,4,3,1,431,Potential Loyalists
44602,C842,1,1,35,167,2,89,0,0,34,224,516,6,6,1,4,8,0,0,0,0,0,0,0,51,2293,Together,Master,258,0,0,40000,35,17,4,5,4,454,Loyal Customers
36627,C863,2,0,78,9,1,5,0,0,1,14,30,1,0,0,3,5,0,0,0,0,0,0,0,45,2500,Divorced,Graduation,15,0,0,35000,77,4,3,3,1,331,At Risk
46779,C961,1,1,55,12,1,3,0,0,7,9,32,1,0,1,2,4,0,0,0,0,0,0,0,60,2511,Widow,Primary,16,0,0,45000,49,4,4,3,1,431,Potential Loyalists
33462,C963,1,0,78,22,3,18,0,0,11,32,86,1,2,0,3,7,0,0,0,0,0,0,0,41,2485,Divorced,Master,43,0,0,30000,77,6,3,3,1,331,At Risk
24884,C972,1,0,32,3,6,7,0,0,3,13,32,1,0,0,3,7,0,0,0,0,0,0,0,48,2736,Married,Primary,16,0,0,20000,28,4,4,3,1,431,Potential Loyalists
28440,C1002,1,0,87,38,1,24,0,0,0,63,126,1,2,0,3,8,0,0,0,0,0,0,0,46,2516,Together,Doctorate,63,0,0,25000,84,6,3,3,2,332,At Risk
38998,C1022,1,1,92,34,1,14,0,0,5,44,98,3,2,0,3,8,0,0,0,0,0,1,0,66,2762,Married,Graduation,49,0,0,35000,91,8,2,4,1,241,At Risk
57744,C1129,0,1,91,350,3,39,0,0,19,373,784,2,9,1,4,8,0,0,0,0,0,0,0,66,2388,Married,Doctorate,392,0,0,55000,91,16,2,5,4,254,At Risk
26954,C1165,1,0,17,4,1,11,0,0,1,15,32,1,1,0,2,7,0,0,0,0,0,0,0,49,2211,Single,Graduation,16,0,0,25000,14,4,5,3,1,531,Loyal Customers
37633,C1263,1,1,49,13,4,20,0,0,1,36,74,2,1,0,3,9,0,0,0,0,0,0,0,63,2806,Married,Doctorate,37,0,0,35000,49,6,4,3,1,431,Potential Loyalists
38887,C1368,1,0,17,25,1,13,0,0,3,36,78,1,1,0,3,7,0,0,0,0,0,0,0,48,2278,Together,Doctorate,39,0,0,35000,14,5,5,3,1,531,Loyal Customers
54132,C1399,0,1,81,30,1,8,0,0,3,36,78,1,1,0,3,7,0,0,0,0,0,0,0,51,2292,Together,Doctorate,39,0,0,50000,77,5,3,3,1,331,At Risk
43269,C1403,1,0,61,10,1,7,0,0,1,17,36,1,1,0,2,8,0,0,0,0,0,0,0,48,2445,Married,Doctorate,18,0,0,40000,56,4,3,3,1,331,At Risk
3502,C1500,1,0,56,2,1,1,0,0,1,3,8,0,0,0,0,14,0,0,0,0,0,0,0,47,2601,Single,Graduation,4,0,0,0,56,0,4,1,1,411,Potential Loyalists
38998,C1547,1,1,92,34,1,14,0,0,5,44,98,3,2,0,3,8,0,0,0,0,0,1,0,66,2762,Married,Graduation,49,0,0,35000,91,8,2,4,1,241,At Risk
34633,C1556,2,1,31,8,1,5,0,0,1,13,28,1,1,0,2,6,0,0,0,0,0,0,0,64,2316,Together,Graduation,14,0,0,30000,28,4,4,3,1,431,Potential Loyalists
44512,C1579,1,1,57,23,1,6,0,0,2,28,60,2,1,0,3,4,0,0,0,0,0,0,0,60,2462,Together,Graduation,30,0,0,40000,56,6,4,3,1,431,Potential Loyalists
54549,C1601,0,1,8,216,2,6,0,0,9,215,448,2,5,1,4,7,0,0,0,0,0,0,0,68,2277,Married,Doctorate,224,0,0,50000,7,12,5,5,3,553,Loyal Customers
22775,C1609,1,0,40,5,1,8,0,0,1,13,28,1,1,0,2,8,0,0,0,0,0,0,0,42,2534,Together,Graduation,14,0,0,20000,35,4,4,3,1,431,Potential Loyalists
42586,C1701,1,1,7,194,2,56,0,0,0,252,504,5,4,1,6,8,0,0,0,0,0,0,1,65,2767,Together,Graduation,252,0,0,40000,7,16,5,5,4,554,Loyal Customers
